gene	category	support	literature
Amh	ligand,target gene,coreceptor	MSigDB	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,,GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING
Smad6	ligand,inhibitor,target gene,coreceptor	MSigDB	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING,GOMF_TYPE_I_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING,
Inhbb	ligand	MSigDB	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS
Cer1	ligand	MSigDB	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS
Inhba	ligand,target gene,activated	MSigDB	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,PLASARI_TGFB1_TARGETS_10HR_UP
Nog	ligand	MSigDB	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,
Grem2	ligand,target gene,activated	MSigDB	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,PLASARI_TGFB1_TARGETS_10HR_UP
Acvr2a	ligand	MSigDB	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS
Bmpr1b	ligand,target gene	MSigDB	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Acvr2b	ligand,coreceptor	MSigDB	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_BINDING
Bmpr2	ligand	MSigDB	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,
Gdf2	ligand,target gene	MSigDB	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Jun	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Zeb2	target gene,tgfb activation	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS
Runx3	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Lif	target gene	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_DN,PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Serpine1	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Wnt1	target gene,activated,inhibitor,tgfb activation	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_UP,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_TRANSFORMING_GROWTH_FACTOR_BETA2_PRODUCTION,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION,
Foxh1	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Tnf	target geneSMAD2.3.4	MSigDB	RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_UP,RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_DN,,KARLSSON_TGFB1_TARGETS_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Fos	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_UP,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Stat3	target gene,suppressed	MSigDB	,KARLSSON_TGFB1_TARGETS_DN,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Stat1	target gene,suppressed	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_DN
Cdkn2b	target gene,tgfb activation	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS
Siah2	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_UP
Acaa2	target gene,suppressed	MSigDB	,KARLSSON_TGFB1_TARGETS_DN
Dlat	target gene,activated	MSigDB	,KARLSSON_TGFB1_TARGETS_UP
Timp2	target gene,suppressed	MSigDB	,KARLSSON_TGFB1_TARGETS_DN
Cp	target gene	MSigDB	PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN,PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP,PLASARI_TGFB1_TARGETS_10HR_DN
Lpl	target gene,suppressed	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_DN
Sox9	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Tgm2	target gene,suppressed	MSigDB	,KARLSSON_TGFB1_TARGETS_DN
Mapk8	target gene,suppressed,SMAD2.3.4	MSigDB	RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_DN,
Plat	target gene,suppressed	MSigDB	,KARLSSON_TGFB1_TARGETS_DN
Fn1	inhibitor	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION
Galnt3	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_UP
Ptprk	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
F2r	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_UP
Runx1	target gene	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_DN,PLASARI_TGFB1_TARGETS_10HR_UP,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Slc2a1	target gene,activated,inhibitor,tgfb activation	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_UP,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS
Ptk2b	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_UP
Pdgfc	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_UP
Has2	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_UP
Mef2c	target gene,suppressed	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_DN,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Ier5	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_1HR_UP
Dnm2	inhibitor,target gene	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Mmp14	target gene,activated	MSigDB	,KARLSSON_TGFB1_TARGETS_UP
Adam10	target gene,suppressed	MSigDB	,KARLSSON_TGFB1_TARGETS_DN
Socs2	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_UP
Ier3	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Crk	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Ceacam1	coreceptor	MSigDB	,GOCC_TRANSFORMING_GROWTH_FACTOR_BETA_LIGAND_RECEPTOR_COMPLEX
Bhlhe40	target gene,activated	MSigDB	,KARLSSON_TGFB1_TARGETS_UP,PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Tnc	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_UP
Hes1	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_1HR_UP
Gsn	target gene,suppressed	MSigDB	,KARLSSON_TGFB1_TARGETS_DN
Jag1	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_UP
Vegfa	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_UP
Mal	target gene,suppressed	MSigDB	PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN,PLASARI_TGFB1_TARGETS_10HR_DN
Vasn	inhibitor,target gene,coreceptor	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_BINDING
Egr2	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Cnn1	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_UP
Htra1	inhibitor,target gene	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Cald1	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Cited1	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Cd9	target gene,suppressed	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_DN
Id2	target gene	MSigDB	,KARLSSON_TGFB1_TARGETS_DN,PLASARI_TGFB1_TARGETS_1HR_UP,
Ptx3	target gene,suppressed	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_DN
Cdh5	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Kitl	target gene,suppressed	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_DN
Rbbp4	inhibitor,target gene	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Tyr	inhibitor	MSigDB	,,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION
Adm	target gene,suppressed	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_DN
Slc9a3r1	target gene,suppressed	MSigDB	,KARLSSON_TGFB1_TARGETS_DN
Ifit3	target gene,suppressed	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_DN
Tcf7	target gene,suppressed	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_DN
Nid2	target gene,suppressed	MSigDB	,KARLSSON_TGFB1_TARGETS_DN
Id4	target gene,activated	MSigDB	,PLASARI_TGFB1_TARGETS_1HR_UP
Idh1	target gene,suppressed	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_DN
Col6a1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Ccdc80	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Tbcel	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Xiap	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN,
Ly6e	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Osbpl9	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Ctdsp2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Dctn6	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Psme2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Gstm2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN,PLASARI_TGFB1_TARGETS_10HR_DN
Syt11	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN,PLASARI_TGFB1_TARGETS_10HR_DN
Add3	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Bet1l	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Ildr2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Arnt	target gene	MSigDB	KARLSSON_TGFB1_TARGETS_DN,PLASARI_TGFB1_TARGETS_10HR_DN,PLASARI_TGFB1_TARGETS_10HR_UP
Dnmt3a	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Hmgn2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Ezr	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
H2az2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Bend4	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Dennd4c	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Zfp36l1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
H1f0	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Cst3	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
B3gat1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Slc48a1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Tmem59	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Atp6v1f	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Dusp8	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Appl2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Gstm1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Gas1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN,PLASARI_TGFB1_TARGETS_10HR_DN
Mtus1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Ccni	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Ndfip1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Dusp18	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Cd2ap	target gene,suppressed,inhibitor	MSigDB	KARLSSON_TGFB1_TARGETS_DN,,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION
Id3	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN,
Slc44a1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Ptpn13	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Rsrp1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Mxd4	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Supt6	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Neat1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Oip5os1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Grn	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Chp1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Txndc12	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Igfbp4	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Upf3b	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Rasl11a	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Plxnb2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Actn1	target gene	MSigDB	KARLSSON_TGFB1_TARGETS_DN,KARLSSON_TGFB1_TARGETS_UP
Sesn1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN,PLASARI_TGFB1_TARGETS_10HR_DN
Tnrc6b	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Ccnl2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Tecr	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Wt1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Dcaf8	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Dnaja1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Shroom3	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Gata6	target gene,suppressed,tgfb activation,inhibitor	MSigDB	KARLSSON_TGFB1_TARGETS_DN,GOBP_TRANSFORMING_GROWTH_FACTOR_BETA2_PRODUCTION,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION,,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION,GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION,GOBP_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_ACTIVATION
Acbd4	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Iah1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Gsta4	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Rgs10	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Nbr1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Mgat3	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Pkhd1l1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Zfp395	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Ctsz	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Ctsb	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Kmt2e	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Azi2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Paip2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Id1	target gene	MSigDB	KARLSSON_TGFB1_TARGETS_DN,PLASARI_TGFB1_TARGETS_1HR_UP,
Grina	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Bbx	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Pard6b	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Cxadr	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Stard4	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Fam234a	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Emc2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Gria2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Serinc3	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Pnrc1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Sike1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Nme1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Rnf11	ligand,target gene,suppressed,tgfb activation	MSigDB	,REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,KARLSSON_TGFB1_TARGETS_DN,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS
Syne2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Gabarap	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Enpp4	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Bloc1s1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Stmn2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN,PLASARI_TGFB1_TARGETS_10HR_DN
Tmc5	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Slc12a9	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Nod1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Tlcd3a	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Ctnnbip1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Sfrp2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Glul	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Fut8	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Vamp8	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Atpif1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Itm2b	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Slc39a10	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Trim24	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Npc2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Tmem176b	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Tmem98	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Mat2b	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Nudt14	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Efna5	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Smarca2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN,PLASARI_TGFB1_TARGETS_10HR_DN
Fth1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Ado	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Cntnap1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Alcam	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Rin2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Nlgn2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Slc16a1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Lamp2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Smpdl3b	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Leprot	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Gabarapl1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Ap3b1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Tbc1d2b	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Golm1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Tle5	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Ssx2ip	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Maf1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Bnip3l	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN,PLASARI_TGFB1_TARGETS_10HR_DN
Maoa	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Tmbim6	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Gdi1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Tmem132a	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Ephx1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN,PLASARI_TGFB1_TARGETS_10HR_DN
Cdkn2c	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Dbi	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Dab2	target gene,suppressed,tgfb activation	MSigDB	KARLSSON_TGFB1_TARGETS_DN,PLASARI_TGFB1_TARGETS_10HR_DN,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS
Scp2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Tpmt	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Isyna1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Wbp2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Kcnd3	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Schip1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Copz2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Maged1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Dag1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Usp25	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
C4b	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Tpi1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Tnip1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Twsg1	target gene,suppressed,coreceptor	MSigDB	KARLSSON_TGFB1_TARGETS_DN,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_BINDING
Crip1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Sh3bgrl	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN,PLASARI_TGFB1_TARGETS_10HR_DN
Agap1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
